-63005398.0901909173	  inf
-55842023.2911753803	1.13695e-01
-55029387.5995302275	1.45524e-02
-54671974.5784946531	6.49495e-03
-54474129.4346030578	3.61877e-03
-54351971.9764493555	2.24249e-03
-54273302.3623610437	1.44741e-03
-54219490.5915202722	9.91496e-04
-54180426.7392296642	7.20476e-04
-54150594.2994308919	5.50613e-04
-54126778.8012230843	4.39801e-04
-54106791.0426184312	3.69277e-04
-54089739.9325760603	3.15138e-04
-54075198.6563888788	2.68836e-04
-54063053.4166422784	2.24599e-04
-54052634.5054920465	1.92718e-04
-54043996.9290566891	1.59799e-04
