-62970286.9535927400	  inf
-56550345.8593192250	1.01952e-01
-55677001.6624626443	1.54437e-02
-55271956.2715539336	7.27491e-03
-55045086.0921432599	4.10462e-03
-54900336.0055353791	2.62966e-03
-54808438.7412019446	1.67389e-03
-54747913.9460298717	1.10430e-03
-54704449.6465856880	7.93899e-04
-54671523.1511589363	6.01898e-04
-54645251.9413478598	4.80528e-04
-54623193.0665429160	4.03674e-04
-54604357.5568698198	3.44826e-04
-54588221.4148525372	2.95510e-04
-54574018.1098336503	2.60190e-04
-54561495.8759486824	2.29454e-04
-54550229.6060450226	2.06488e-04
-54539809.2869891971	1.91022e-04
-54530574.0676648021	1.69330e-04
-54522244.2893680856	1.52754e-04
-54514676.9744428024	1.38793e-04
-54507990.1908491030	1.22660e-04
-54501685.9767629877	1.15657e-04
-54495951.5376930311	1.05216e-04
-54490479.4171088710	1.00413e-04
-54485046.5107283294	9.97038e-05
