-62476735.9108379781	  inf
-56158236.2714796215	1.01134e-01
-55412860.2089093477	1.32728e-02
-55130770.8128489032	5.09068e-03
-54985069.1873010769	2.64284e-03
-54895530.2012485713	1.62842e-03
-54833619.2568400949	1.12780e-03
-54787409.1841306016	8.42732e-04
-54751350.1061365455	6.58164e-04
-54722287.9918510392	5.30802e-04
-54698307.6800935939	4.38218e-04
-54677792.7810547426	3.75055e-04
-54659284.1270889789	3.38504e-04
-54642783.4042560682	3.01883e-04
-54627887.1276222244	2.72612e-04
-54614159.2034083679	2.51299e-04
-54601096.3622184619	2.39184e-04
-54588413.2661952972	2.32286e-04
-54576274.4440950602	2.22370e-04
-54564872.9865836650	2.08909e-04
-54553919.6346501261	2.00740e-04
-54543827.3622938916	1.84996e-04
-54534551.9564633369	1.70054e-04
-54525981.9149593115	1.57149e-04
-54518082.4243753478	1.44876e-04
-54510986.7674431950	1.30152e-04
-54504587.8085711077	1.17388e-04
-54498750.1905844957	1.07103e-04
-54493451.1624133363	9.72321e-05
