<<<<<<< HEAD
-61678504.0572114438	  inf
-56309917.1829529330	8.70415e-02
-55341829.3543559983	1.71921e-02
-54870550.5938162133	8.51578e-03
-54604377.7581905201	4.85092e-03
-54438552.1182801202	3.03686e-03
-54330698.9915164709	1.98119e-03
-54254961.3653707057	1.39401e-03
-54197357.6556430981	1.06172e-03
-54152087.4021915719	8.35285e-04
-54116318.0704502538	6.60535e-04
-54087750.4502136186	5.27893e-04
-54064529.3046182990	4.29324e-04
=======
-69394642.4534867108	  inf
-57449834.9845092371	1.72129e-01
-56058000.8328528479	2.42269e-02
-55266411.2895977125	1.41209e-02
-54820828.9657554179	8.06244e-03
-54545519.7203798741	5.02198e-03
-54361897.2148042098	3.36641e-03
-54234074.9481800199	2.35132e-03
-54140830.6983180270	1.71929e-03
-54070960.0628931895	1.29053e-03
>>>>>>> ae96e0a2c8597dc8349d5a8597048fa2b2bdcfd9
