-62250733.2805971801	  inf
-56061229.4773997962	9.94286e-02
-55148633.9495119825	1.62786e-02
-54797585.3918265775	6.36550e-03
-54631451.6808101013	3.03177e-03
-54539120.4333369732	1.69007e-03
-54478791.7314591259	1.10615e-03
-54435600.3656029329	7.92811e-04
-54401642.1773737967	6.23823e-04
-54372472.5886126012	5.36189e-04
-54346716.7379733175	4.73693e-04
-54322913.7163153961	4.37985e-04
-54300772.5844106525	4.07584e-04
-54280390.9327306226	3.75347e-04
-54262208.6861565784	3.34969e-04
-54246091.7475084066	2.97020e-04
-54231462.5453698412	2.69682e-04
-54218045.9572064877	2.47395e-04
-54205539.4615290612	2.30670e-04
-54194072.0805318207	2.11554e-04
-54183599.6174662337	1.93240e-04
-54174110.4419064671	1.75130e-04
-54165407.5481819287	1.60647e-04
-54157363.9034389853	1.48502e-04
-54150019.2133448049	1.35618e-04
-54143178.1452277377	1.26335e-04
-54136546.6809653565	1.22480e-04
-54130318.6081423834	1.15044e-04
-54124619.3374806717	1.05288e-04
-54119503.3771410063	9.45219e-05
