-62634201.4591606259	  inf
-56481030.0904661268	9.82398e-02
-55337198.8448663428	2.02516e-02
-54816024.8548738360	9.41815e-03
-54549668.3794429451	4.85910e-03
-54391925.8562528044	2.89172e-03
-54289095.8424796611	1.89054e-03
-54219104.3155768365	1.28924e-03
-54169903.8143985420	9.07438e-04
-54134453.3264578730	6.54431e-04
-54107936.5593900308	4.89832e-04
-54087496.4975461587	3.77765e-04
-54071225.1441171393	3.00834e-04
-54058076.7891388312	2.43167e-04
-54047285.1381662190	1.99631e-04
-54038108.7967639118	1.69784e-04
