-69129724.0505388975	  inf
-57384201.8243376315	1.69906e-01
-56293135.7068194225	1.90134e-02
-55604448.7160002142	1.22339e-02
-55210240.3343432024	7.08951e-03
-54983139.4882981628	4.11338e-03
-54837139.7321217582	2.65536e-03
