-63367707.0453426093	  inf
-56538572.4930930734	1.07770e-01
-55510916.8530539796	1.81762e-02
-55096167.6807979494	7.47149e-03
-54898462.5411625728	3.58836e-03
-54790434.0173809230	1.96779e-03
-54722290.3431364074	1.24371e-03
-54674423.7982228175	8.74717e-04
-54639361.9144114926	6.41285e-04
-54612933.8473871648	4.83682e-04
-54592376.3508642837	3.76422e-04
-54575561.0080575570	3.08016e-04
-54561454.4224289656	2.58478e-04
-54548929.2828483805	2.29560e-04
-54538016.1685203314	2.00061e-04
-54528187.2899988592	1.80221e-04
-54519204.9078202695	1.64729e-04
-54511240.8051784709	1.46079e-04
-54503869.6480740458	1.35223e-04
-54496934.2467818409	1.27246e-04
-54490490.2182586044	1.18246e-04
-54484484.8301872015	1.10210e-04
-54478649.6573668048	1.07098e-04
-54473162.5070444196	1.00721e-04
-54467984.7584953383	9.50514e-05
